YPD37,YPD37H,YPDAA,YPD
1.3,0.45,1.5370370370370368,1.375
1.2,0.45,1.7592592592592593,1.5208333333333333
1.36,0.65,1.851851851851852,1.5208333333333333
1.52,0.4,1.2592592592592593,1.3958333333333333
1.34,0.5,1.4259259259259258,1.3333333333333333
1.14,0.4,1.2962962962962965,1.4166666666666667
1.3,0.3,1.3703703703703705,1.125
1.62,0.85,1.6111111111111112,1.2083333333333333
1.22,0.5,1.4074074074074074,1.2916666666666667
1.54,0.5,1.6851851851851851,1.7291666666666667
1.34,0.8,1.5370370370370368,1.5416666666666667
1.1,0.7,1.3703703703703705,1.25
1.48,0.65,1.6296296296296295,1.0208333333333333
1.42,0.65,1.3888888888888888,1.3333333333333333
1.38,0.3,1.5740740740740742,1.5416666666666667
1.34,0.8,1.5,1.2291666666666667
1.4,0.65,1.7407407407407407,1.2083333333333333
1.6,0.85,1.3333333333333333,1.5416666666666667
1.4,0.65,1.5,1.375
1.38,0.55,1.7962962962962965,1.0833333333333333
1.48,0.75,1.4259259259259258,1.25
1.34,0.6,1.5925925925925926,1.1666666666666667
1.22,0.45,1.1851851851851851,1.3958333333333333
1.24,0.6,1.7777777777777777,1.2708333333333333
1.5,0.65,1.2222222222222223,1.6875
1.5,0.3,1.3888888888888888,1.4583333333333333
1.26,0.35,1.4259259259259258,1.2291666666666667
1.44,0.6,1.7592592592592593,1.5208333333333333
1.3,0.5,1.6111111111111112,1.4166666666666667
1.42,0.75,1.6296296296296295,1.2708333333333333
1.38,0.55,1.7962962962962965,1.3125
1.58,0.4,1.5370370370370368,1.5
1.62,0.65,1.3333333333333333,1.0833333333333333
1.52,0.35,1.6296296296296295,1.75
1.22,0.65,1.5185185185185186,1.625
1.2,0.6,1.4814814814814814,1.3958333333333333
1.44,0.3,1.5740740740740742,1.5833333333333333
1.46,0.45,1.3333333333333333,1.2083333333333333
1.6,0.65,1.5370370370370368,1.5833333333333333
1.74,0.2,1.6666666666666667,1.5416666666666667
1.52,0.7,1.8703703703703705,1.1458333333333333
1.56,0.4,1.4074074074074074,1.2083333333333333
1.44,0.55,1.4814814814814814,1.5833333333333333
1.44,0.4,1.5925925925925926,1.3958333333333333
1.5,0.9,1.7592592592592593,1.5416666666666667
1.16,0.55,1.5185185185185186,1.2916666666666667
1.9,0.5,1.5925925925925926,1.4375
1.36,0.55,1.9444444444444444,1.2083333333333333
1.52,0.3,1.6111111111111112,1.3125
1.32,0.4,1.2962962962962965,1.3958333333333333
1.34,0.6,1.9074074074074077,1.1041666666666667
1.44,0.65,1.2777777777777777,1.3958333333333333
1.48,0.6,1.2407407407407407,1.4791666666666667
1.42,0.5,1.9814814814814812,1.1875
1.56,0.75,1.648148148148148,1.5208333333333333
1.48,0.5,1.4074074074074074,1.6875
1.38,0.4,1.4074074074074074,1.5416666666666667
1.6,0.6,1.6666666666666667,1.6041666666666667
1.4,0.45,1.6111111111111112,1.3541666666666667
1.32,0.35,1.4444444444444444,1.3958333333333333
1.58,0.6,1.4074074074074074,1.4166666666666667
1.4,0.75,1.7962962962962965,1.2291666666666667
1.26,0.65,1.5740740740740742,1.5208333333333333
1.42,0.4,1.8888888888888888,1.1458333333333333
1.18,0.45,1.2407407407407407,1.5
1.18,0.3,1.3888888888888888,1.6041666666666667
1.5,0.45,1.6111111111111112,1.5
1.32,0.6,1.2777777777777777,1.25
1.24,0.45,1.3333333333333333,0.9791666666666666
1.36,0.7,1.4814814814814814,1.3541666666666667
1.64,0.85,1.7592592592592593,1.6875
1.1,0.85,1.7962962962962965,1.2083333333333333
1.76,0.6,1.6111111111111112,1.75
1.34,0.45,1.4629629629629632,1.1875
1.62,0.8,1.4814814814814814,1.2708333333333333
1.6,0.3,1.4814814814814814,1.4583333333333333
1.46,0.85,1.648148148148148,1.3958333333333333
1.54,0.55,1.351851851851852,1.0208333333333333
1.54,0.6,2.0,1.3541666666666667
1.7,0.5,1.5,1.2916666666666667
1.48,0.45,1.5185185185185186,1.2291666666666667
1.12,0.25,1.6851851851851851,1.8333333333333333
1.32,0.35,1.4629629629629632,1.4166666666666667
1.58,1.0,1.2777777777777777,1.5208333333333333
1.26,0.5,1.4814814814814814,1.625
1.16,0.55,1.5555555555555556,1.375
1.68,0.5,1.4814814814814814,1.625
1.48,0.65,1.3148148148148149,1.5208333333333333
1.32,0.25,1.7407407407407407,1.2708333333333333
1.16,0.4,1.4074074074074074,1.2083333333333333
1.58,0.45,1.5370370370370368,1.5416666666666667
1.3,0.25,1.4259259259259258,1.4375
1.6,0.35,1.4444444444444444,1.2916666666666667
1.46,0.55,1.4444444444444444,1.5625
1.3,0.65,1.6851851851851851,1.1666666666666667
1.32,0.6,1.4074074074074074,1.4375
1.76,0.75,1.5,1.625
1.34,0.65,1.7222222222222223,1.0625
1.4,0.75,1.5925925925925926,1.2916666666666667
1.4,0.4,1.6296296296296295,1.6458333333333333
1.56,0.25,1.8148148148148149,1.4375
1.78,0.8,1.7407407407407407,1.375
1.34,0.3,1.851851851851852,1.4166666666666667
1.78,0.45,1.6666666666666667,1.5416666666666667
1.62,0.3,1.4444444444444444,1.4166666666666667
1.24,0.65,1.5370370370370368,1.375
1.44,0.45,1.2592592592592593,1.4791666666666667
1.72,0.3,1.7777777777777777,1.4375
1.56,0.7,1.5370370370370368,1.625
1.26,0.2,1.2592592592592593,1.2291666666666667
1.28,0.6,1.5925925925925926,1.5208333333333333
1.8,0.6,1.6111111111111112,1.4375
1.54,0.75,1.5555555555555556,1.3125
1.58,0.7,1.6296296296296295,1.6875
1.48,0.55,1.2777777777777777,1.4375
1.12,0.35,1.5185185185185186,1.2708333333333333
1.42,0.65,1.4629629629629632,1.3541666666666667
1.18,0.3,1.2222222222222223,1.4166666666666667
1.3,0.5,1.4259259259259258,1.125
1.6,0.45,1.8333333333333333,1.2708333333333333
1.5,0.15,1.2777777777777777,1.5416666666666667
1.66,0.7,1.4629629629629632,1.6458333333333333
1.54,0.5,1.4629629629629632,1.2916666666666667
1.46,0.85,1.8148148148148149,1.4791666666666667
1.3,0.75,1.7037037037037035,1.4375
1.74,0.7,1.3703703703703705,1.25
1.58,0.45,1.3888888888888888,1.4375
1.42,0.65,1.4259259259259258,1.1458333333333333
1.28,0.45,1.2962962962962965,1.0416666666666667
1.78,0.45,1.5370370370370368,1.1666666666666667
1.42,0.6,1.7037037037037035,1.7708333333333333
1.58,0.65,1.5,1.1875
1.58,0.9,1.5,1.6458333333333333
1.24,0.55,1.8703703703703705,1.6458333333333333
1.88,0.6,1.8148148148148149,1.5208333333333333
1.24,0.55,1.7037037037037035,1.6458333333333333
1.34,1.15,1.3333333333333333,1.2916666666666667
1.28,0.3,1.7407407407407407,1.2291666666666667
1.4,0.65,1.5,1.125
1.38,0.45,1.5185185185185186,1.5416666666666667
1.34,0.4,1.648148148148148,1.4166666666666667
1.48,0.55,1.7962962962962965,1.3958333333333333
1.48,0.9,1.5370370370370368,1.4375
1.36,0.8,1.6296296296296295,1.3958333333333333
1.64,0.5,1.351851851851852,1.2083333333333333
1.18,0.4,1.4444444444444444,1.8541666666666667
1.46,0.4,1.6666666666666667,1.3125
1.4,0.35,1.5555555555555556,1.2708333333333333
1.42,0.8,1.3703703703703705,1.4791666666666667
1.06,0.85,1.5925925925925926,1.5208333333333333
1.32,0.2,1.5185185185185186,1.3541666666666667
1.36,0.7,1.5740740740740742,1.5416666666666667
1.6,0.5,1.7592592592592593,1.4166666666666667
1.6,0.25,1.4814814814814814,1.3333333333333333
1.66,0.7,1.5555555555555556,1.3333333333333333
1.34,0.4,1.6666666666666667,1.375
1.54,0.55,1.351851851851852,1.1666666666666667
1.72,0.5,1.5,1.1875
1.06,0.35,1.4629629629629632,1.2291666666666667
1.32,0.7,1.5,1.4375
1.52,0.95,1.5185185185185186,1.6041666666666667
1.66,0.35,1.6666666666666667,1.2916666666666667
1.46,0.5,1.7777777777777777,1.2916666666666667
1.46,0.55,1.6666666666666667,1.1875
1.5,0.4,1.6851851851851851,1.2708333333333333
1.44,0.85,2.0,1.2708333333333333
1.7,0.5,1.7407407407407407,1.1875
1.58,0.6,1.7592592592592593,1.2083333333333333
1.42,0.5,1.4074074074074074,1.6458333333333333
1.4,0.6,1.7222222222222223,1.5
1.1,0.6,1.5925925925925926,1.1875
1.24,0.35,1.5370370370370368,1.2291666666666667
1.56,0.9,1.6111111111111112,1.5416666666666667
1.66,1.0,2.0185185185185186,1.7083333333333333
1.24,0.65,1.3703703703703705,1.5833333333333333
1.28,0.5,1.5370370370370368,1.1666666666666667
1.68,0.2,1.3333333333333333,1.375
1.64,0.65,1.5555555555555556,1.625
1.54,0.85,1.2962962962962965,1.1875
1.48,0.75,1.5925925925925926,1.2708333333333333
1.52,0.7,1.4074074074074074,1.2083333333333333
1.54,0.55,1.6296296296296295,1.4791666666666667
1.52,0.45,1.5370370370370368,1.0416666666666667
1.3,0.45,1.4444444444444444,1.4583333333333333
1.4,1.0,1.6296296296296295,1.1666666666666667
1.44,0.55,1.5,1.5208333333333333
1.32,0.45,1.5740740740740742,1.25
1.56,0.4,1.7407407407407407,1.8541666666666667
1.68,0.5,1.4814814814814814,1.375
1.34,0.55,1.2592592592592593,1.3958333333333333
2.02,0.55,1.5370370370370368,1.25
1.18,0.8,1.6851851851851851,1.4583333333333333
1.2,0.45,1.7037037037037035,1.4583333333333333
1.72,0.4,1.148148148148148,1.6875
1.52,0.4,1.5185185185185186,1.1458333333333333
1.3,0.45,1.2222222222222223,1.1458333333333333
1.2,0.7,1.3703703703703705,1.8333333333333333
1.18,0.25,1.4629629629629632,1.3333333333333333
1.36,0.5,1.7222222222222223,1.3541666666666667
1.52,0.4,1.4444444444444444,1.3958333333333333
1.66,0.7,1.3888888888888888,1.4583333333333333
1.46,0.35,1.7592592592592593,1.5
1.46,0.9,1.5740740740740742,1.3541666666666667
1.46,0.5,1.5740740740740742,1.25
1.52,0.8,1.6296296296296295,1.0833333333333333
1.42,0.5,1.4629629629629632,1.1666666666666667
1.46,0.75,1.7592592592592593,1.5625
1.52,1.05,2.0185185185185186,1.25
1.24,0.45,1.6851851851851851,1.7083333333333333
1.06,0.25,1.6296296296296295,1.3541666666666667
1.46,1.1,1.4444444444444444,1.5
1.2,0.7,1.5555555555555556,1.5
1.38,0.75,1.0555555555555556,1.5833333333333333
1.36,0.2,1.4259259259259258,1.1875
1.42,0.75,1.8148148148148149,1.5416666666666667
1.44,0.6,1.4074074074074074,1.5208333333333333
1.26,0.4,1.648148148148148,1.3125
1.5,1.05,1.5185185185185186,1.2708333333333333
1.48,0.85,1.7592592592592593,1.2916666666666667
1.58,0.65,1.3888888888888888,1.3125
1.28,0.55,1.4074074074074074,1.2291666666666667
1.4,1.05,1.2962962962962965,1.4166666666666667
1.4,0.5,1.6296296296296295,1.1666666666666667
1.8,0.3,1.5925925925925926,1.3958333333333333
1.26,0.2,1.3148148148148149,1.2916666666666667
1.4,0.6,1.8703703703703705,1.0208333333333333
1.54,0.95,1.7222222222222223,1.7083333333333333
1.26,0.7,1.3703703703703705,1.2916666666666667
1.78,0.45,1.3703703703703705,1.4375
1.54,0.55,1.2407407407407407,1.0625
1.28,0.85,1.4814814814814814,1.3541666666666667
1.52,0.1,1.5,1.5208333333333333
1.32,0.2,1.6666666666666667,1.2916666666666667
1.02,0.85,1.5925925925925926,1.4583333333333333
1.26,0.7,1.5740740740740742,1.1666666666666667
1.6,0.65,1.648148148148148,1.4791666666666667
1.5,0.5,1.2962962962962965,1.5
1.38,0.45,1.3888888888888888,1.5
1.46,0.7,1.6296296296296295,1.4375
1.38,0.65,1.648148148148148,1.5208333333333333
1.42,0.65,1.5555555555555556,1.3541666666666667
1.26,0.8,1.5185185185185186,1.3541666666666667
1.44,0.7,1.3333333333333333,1.2291666666666667
1.16,0.6,1.4259259259259258,1.0416666666666667
1.08,0.5,1.4814814814814814,1.3958333333333333
1.68,0.9,1.6296296296296295,1.25
1.5,0.6,1.4444444444444444,1.1666666666666667
1.48,0.5,1.5925925925925926,1.4375
1.32,0.4,1.2037037037037035,1.1666666666666667
1.42,0.45,1.5925925925925926,1.4166666666666667
1.62,0.45,1.6296296296296295,0.9166666666666666
1.76,0.65,1.4074074074074074,1.25
1.32,0.6,1.851851851851852,1.25
1.34,0.35,1.7037037037037035,1.3333333333333333
1.18,0.7,1.4074074074074074,1.375
1.44,0.9,1.5370370370370368,1.3125
1.42,0.65,1.5370370370370368,1.1875
1.44,0.55,1.648148148148148,1.6875
1.4,0.6,1.8333333333333333,1.1041666666666667
1.48,0.55,1.3888888888888888,1.2083333333333333
1.6,0.4,1.9259259259259256,1.3541666666666667
1.18,0.5,1.2962962962962965,1.3958333333333333
1.44,0.45,1.7962962962962965,1.3333333333333333
1.48,0.45,1.5185185185185186,1.625
1.26,0.6,1.4074074074074074,1.1041666666666667
1.38,1.25,1.648148148148148,1.1666666666666667
1.26,0.7,1.2407407407407407,1.4375
1.54,0.7,1.7962962962962965,1.4375
1.5,0.65,1.6111111111111112,1.0
1.86,0.45,1.4074074074074074,1.4583333333333333
1.3,0.55,1.648148148148148,1.25
1.42,0.75,1.7037037037037035,1.2708333333333333
1.74,0.35,1.5925925925925926,1.1458333333333333
1.2,0.35,1.5185185185185186,1.2916666666666667
1.66,0.7,1.648148148148148,1.125
1.62,0.8,1.5925925925925926,1.4583333333333333
1.6,0.75,1.4444444444444444,1.4791666666666667
1.18,0.7,1.4629629629629632,1.4166666666666667
1.56,0.35,1.648148148148148,1.6458333333333333
1.54,0.3,1.6296296296296295,1.3958333333333333
1.42,0.5,1.5185185185185186,1.5416666666666667
1.2,0.6,1.5,1.2708333333333333
1.92,0.8,1.2592592592592593,1.4583333333333333
1.36,0.25,1.6666666666666667,1.3125
1.2,0.3,1.8333333333333333,1.2291666666666667
1.06,0.7,1.7222222222222223,1.3958333333333333
1.5,0.9,1.8703703703703705,1.4791666666666667
1.52,0.4,1.7037037037037035,1.4583333333333333
1.5,0.4,1.3148148148148149,1.1666666666666667
1.46,0.45,1.4629629629629632,1.5625
1.54,0.45,1.7222222222222223,1.3958333333333333
1.64,0.5,1.7037037037037035,1.5
1.22,0.4,1.5925925925925926,1.1458333333333333
1.2,0.3,1.2407407407407407,1.2708333333333333
1.56,0.2,1.351851851851852,1.2083333333333333
1.5,0.65,1.3888888888888888,1.3541666666666667
1.42,0.35,1.5,1.3541666666666667
1.52,0.55,1.8333333333333333,1.375
1.24,0.45,1.7222222222222223,1.1458333333333333
1.3,0.5,1.5555555555555556,1.2708333333333333
1.38,0.35,1.6666666666666667,1.3125
1.44,0.8,1.6111111111111112,1.5833333333333333
1.04,0.85,1.5740740740740742,1.5833333333333333
1.44,0.7,1.5740740740740742,1.2083333333333333
1.42,0.55,1.648148148148148,1.2291666666666667
1.4,0.45,1.4259259259259258,1.375
1.48,0.6,1.648148148148148,1.3333333333333333
1.26,0.8,1.5555555555555556,1.0625
1.24,0.45,1.4444444444444444,1.4166666666666667
1.42,0.45,1.2962962962962965,1.2916666666666667
1.34,0.65,1.648148148148148,1.6458333333333333
1.22,1.1,1.6296296296296295,1.3125
1.56,0.75,1.5370370370370368,1.1458333333333333
1.34,0.6,1.8333333333333333,1.3125
1.22,0.6,1.4259259259259258,1.4791666666666667
1.3,0.6,1.648148148148148,1.1875
1.6,0.35,1.5370370370370368,1.4166666666666667
1.64,0.8,1.2222222222222223,1.1041666666666667
1.52,0.3,1.3888888888888888,1.5
1.54,0.3,1.3888888888888888,1.5
1.24,0.25,1.4814814814814814,1.5833333333333333
1.38,0.85,1.7777777777777777,1.8541666666666667
1.24,0.4,1.4629629629629632,1.5625
1.42,0.85,1.5925925925925926,1.8958333333333333
1.1,0.75,1.4629629629629632,1.2083333333333333
1.34,0.4,1.7407407407407407,1.3333333333333333
1.42,0.45,1.5370370370370368,1.3333333333333333
1.18,0.7,1.8888888888888888,1.5625
1.3,0.25,1.2407407407407407,1.6458333333333333
1.24,0.5,1.6111111111111112,1.5
1.4,0.5,1.5555555555555556,0.8958333333333334
1.36,0.5,1.6666666666666667,1.5625
1.3,0.45,1.351851851851852,1.625
1.22,0.9,1.1851851851851851,1.25
1.44,0.4,1.3333333333333333,1.1041666666666667
1.42,0.6,1.3333333333333333,1.4375
1.36,0.65,1.648148148148148,1.25
1.1,0.2,1.5740740740740742,1.6666666666666667
1.4,0.45,1.5,1.3125
1.46,0.55,1.4444444444444444,1.4583333333333333
1.48,0.4,1.3703703703703705,1.3125
1.26,0.5,1.3703703703703705,1.3125
1.42,0.6,1.5370370370370368,1.1666666666666667
1.68,0.65,1.2222222222222223,1.7291666666666667
1.24,0.5,1.5555555555555556,1.4375
1.66,0.7,1.7037037037037035,1.4583333333333333
1.2,0.55,1.7222222222222223,1.4791666666666667
1.68,0.25,1.5925925925925926,1.625
1.5,0.7,1.4074074074074074,1.5416666666666667
1.34,0.35,1.4629629629629632,1.4166666666666667
1.32,0.45,1.3148148148148149,1.0
1.32,0.7,1.351851851851852,1.4375
1.6,0.55,1.7222222222222223,0.9791666666666666
1.26,0.5,1.5740740740740742,1.3958333333333333
1.5,0.65,1.7962962962962965,1.625
1.4,0.7,1.4814814814814814,1.3333333333333333
1.52,0.55,1.3888888888888888,1.1041666666666667
1.38,0.65,1.5185185185185186,1.3333333333333333
1.58,0.85,1.7962962962962965,1.3541666666666667
1.54,0.65,1.7777777777777777,1.4375
1.36,0.2,1.3888888888888888,1.3958333333333333
1.3,0.5,1.8333333333333333,1.4166666666666667
1.36,0.45,1.5185185185185186,1.4166666666666667
1.4,0.1,1.7592592592592593,1.4791666666666667
1.14,0.35,1.4259259259259258,1.2708333333333333
1.54,0.45,1.5185185185185186,1.4583333333333333
1.24,0.15,1.6111111111111112,1.3333333333333333
1.48,0.55,1.5185185185185186,1.3541666666666667
1.44,0.65,1.5555555555555556,1.1666666666666667
1.54,0.4,1.5925925925925926,1.5208333333333333
1.38,0.5,1.5185185185185186,1.4583333333333333
1.6,0.6,1.7037037037037035,1.5625
1.6,0.8,1.2592592592592593,1.1875
1.38,0.5,1.5,1.6666666666666667
1.72,0.45,1.5185185185185186,1.2916666666666667
1.64,0.45,1.4074074074074074,1.5416666666666667
1.46,0.7,1.4074074074074074,1.6666666666666667
1.52,0.6,1.4629629629629632,1.3958333333333333
